Date ,Day,Site,Sample,Transect,Species,Status,Count
6/18/2021,169,8,3,1,Potentilla fissa,Native,13
6/18/2021,169,8,3,2,Potentilla fissa,Native,3
6/18/2021,169,8,3,3,Potentilla fissa,Native,10
6/18/2021,169,8,3,2,Scutellaria brittonii,Native,10
6/18/2021,169,8,3,1,Senecio integerrimus,Native,8
6/18/2021,169,8,3,1,Toxicoscordion venenosum,Native,66
6/18/2021,169,8,3,3,Toxicoscordion venenosum,Native,12
6/18/2021,169,8,3,1,Tragopogon dubius,Introduced,1
6/18/2021,169,8,3,2,Tragopogon dubius,Introduced,5
6/30/2021,181,8,4,1,Astragalus flexuosus,Native,6
6/30/2021,181,8,4,2,Astragalus flexuosus,Native,5
6/30/2021,181,8,4,3,Astragalus flexuosus,Native,73
6/30/2021,181,8,4,3,Campanula rotundifolia,Native,2
6/30/2021,181,8,4,1,Cerastium arvense,Native,2
6/30/2021,181,8,4,2,Cerastium arvense,Native,19
6/30/2021,181,8,4,2,Collomia linearis,Native,10
6/30/2021,181,8,4,3,Erigeron flagellaris,Native,4
6/30/2021,181,8,4,1,Eriogonum umbellatum,Native,25
6/30/2021,181,8,4,2,Eriogonum umbellatum,Native,25
6/30/2021,181,8,4,3,Eriogonum umbellatum,Native,21
6/30/2021,181,8,4,2,Gaillardia aristata,Native,2
6/30/2021,181,8,4,1,Geranium caespitosum,Native,10
6/30/2021,181,8,4,2,Geranium caespitosum,Native,11
6/30/2021,181,8,4,3,Geranium caespitosum,Native,5
6/30/2021,181,8,4,2,Lappula occidentalis,Native,50
6/30/2021,181,8,4,1,Lupinus argenteus,Native,12
6/30/2021,181,8,4,2,Lupinus argenteus,Native,35
6/30/2021,181,8,4,3,Lupinus argenteus,Native,40
6/30/2021,181,8,4,3,Mertensia lanceolata,Native,1
6/30/2021,181,8,4,2,Oenothera coronopifolia,Native,60
6/30/2021,181,8,4,3,Oxytropis lambertii,Native,32
6/30/2021,181,8,4,1,Potentilla fissa,Native,24
6/30/2021,181,8,4,3,Potentilla fissa,Native,6
6/30/2021,181,8,4,2,Tragopogon dubius,Introduced,5
7/14/2021,195,8,5,1,Astragalus flexuosus,Native,20
7/14/2021,195,8,5,2,Astragalus flexuosus,Native,26
7/14/2021,195,8,5,3,Astragalus flexuosus,Native,81
7/14/2021,195,8,5,1,Calochortus gunnisonii,Native,3
7/14/2021,195,8,5,2,Calochortus gunnisonii,Native,12
7/14/2021,195,8,5,3,Calochortus gunnisonii,Native,10
7/14/2021,195,8,5,2,Camelina microcarpa,Introduced,5
7/14/2021,195,8,5,1,Campanula rotundifolia,Native,4
7/14/2021,195,8,5,3,Campanula rotundifolia,Native,42
7/14/2021,195,8,5,2,Ceanothus herbaceus,Native,12
7/14/2021,195,8,5,2,Cerastium arvense,Native,1
7/14/2021,195,8,5,3,Erigeron flagellaris,Native,1
7/14/2021,195,8,5,1,Eriogonum umbellatum,Native,112
7/14/2021,195,8,5,2,Eriogonum umbellatum,Native,72
7/14/2021,195,8,5,3,Eriogonum umbellatum,Native,15
7/14/2021,195,8,5,1,Gaillardia aristata,Native,5
7/14/2021,195,8,5,2,Gaillardia aristata,Native,3
7/14/2021,195,8,5,1,Geranium caespitosum,Native,16
7/14/2021,195,8,5,2,Geranium caespitosum,Native,4
7/14/2021,195,8,5,3,Geranium caespitosum,Native,12
7/14/2021,195,8,5,1,Heterotheca villosa,Native,54
7/14/2021,195,8,5,2,Heterotheca villosa,Native,144
7/14/2021,195,8,5,3,Heterotheca villosa,Native,33
7/14/2021,195,8,5,2,Lappula occidentalis,Native,21
7/14/2021,195,8,5,1,Lupinus argenteus,Native,22
7/14/2021,195,8,5,2,Lupinus argenteus,Native,23
7/14/2021,195,8,5,3,Lupinus argenteus,Native,30
7/14/2021,195,8,5,1,Monarda fistulosa,Native,39
7/14/2021,195,8,5,2,Oenothera coronopifolia,Native,3
7/14/2021,195,8,5,3,Potentilla hippiana,Native,11
7/14/2021,195,8,5,1,Tragopogon dubius,Introduced,2
7/14/2021,195,8,5,2,Tragopogon dubius,Introduced,4
7/29/2021,210,8,6,2,Achillea millefolium ,Native,3
7/29/2021,210,8,6,2,Allium cernuum,Native,16
7/29/2021,210,8,6,3,Astragalus flexuosus,Native,28
7/29/2021,210,8,6,1,Calochortus gunnisonii,Native,2
7/29/2021,210,8,6,3,Calochortus gunnisonii,Native,6
7/29/2021,210,8,6,2,Calochortus gunnisonii,Native,2
7/29/2021,210,8,6,3,Campanula rotundifolia,Native,16
7/29/2021,210,8,6,3,Eriogonum umbellatum,Native,13
7/29/2021,210,8,6,2,Eriogonum umbellatum,Native,65
7/29/2021,210,8,6,1,Gaillardia aristata,Native,1
7/29/2021,210,8,6,2,Gaillardia aristata,Native,4
7/29/2021,210,8,6,1,Geranium caespitosum,Native,14
7/29/2021,210,8,6,3,Geranium caespitosum,Native,22
7/29/2021,210,8,6,2,Geranium caespitosum,Native,18
7/29/2021,210,8,6,1,Heterotheca villosa,Native,313
7/29/2021,210,8,6,2,Heterotheca villosa,Native,371
7/29/2021,210,8,6,3,Heterotheca villosa,Native,256
7/29/2021,210,8,6,1,Lupinus argenteus,Native,42
7/29/2021,210,8,6,3,Lupinus argenteus,Native,12
7/29/2021,210,8,6,2,Lupinus argenteus,Native,27
7/29/2021,210,8,6,1,Monarda fistulosa,Native,4
7/29/2021,210,8,6,2,Oenothera coronopifolia,Native,3
7/29/2021,210,8,6,3,Potentilla hippiana,Native,20
7/29/2021,210,8,6,2,Tragopogon dubius,Introduced,2
8/11/2021,223,8,7,1,Achillea millefolium ,Native,3
8/11/2021,223,8,7,3,Allium cernuum,Native,19
8/11/2021,223,8,7,2,Artemisia frigida,Native,5
8/11/2021,223,8,7,3,Artemisia frigida,Native,12
8/11/2021,223,8,7,3,Campanula rotundifolia,Native,10
8/11/2021,223,8,7,1,Eriogonum umbellatum,Native,20
8/11/2021,223,8,7,2,Eriogonum umbellatum,Native,21
8/11/2021,223,8,7,2,Gaillardia aristata,Native,1
8/11/2021,223,8,7,1,Geranium caespitosum,Native,16
8/11/2021,223,8,7,2,Geranium caespitosum,Native,12
8/11/2021,223,8,7,3,Geranium caespitosum,Native,14
8/11/2021,223,8,7,1,Heterotheca villosa,Native,345
8/11/2021,223,8,7,2,Heterotheca villosa,Native,562
8/11/2021,223,8,7,3,Heterotheca villosa,Native,336
8/11/2021,223,8,7,1,Lupinus argenteus,Native,5
8/11/2021,223,8,7,2,Lupinus argenteus,Native,5
8/11/2021,223,8,7,3,Lupinus argenteus,Native,20
8/11/2021,223,8,7,2,Oenothera coronopifolia,Native,3
8/11/2021,223,8,7,3,Orthocarpus luteus,Native,21
8/11/2021,223,8,7,3,Symphyotrichum porteri,Native,52
8/11/2021,223,8,7,2,Verbascum thapsus,Introduced,35
8/21/2021,233,8,8,3,Allium cernuum,Native,15
8/21/2021,233,8,8,2,Allium cernuum,Native,14
8/21/2021,233,8,8,3,Artemisia frigida,Native,35
8/21/2021,233,8,8,2,Artemisia frigida,Native,67
8/21/2021,233,8,8,2,Eriogonum umbellatum,Native,5
8/21/2021,233,8,8,1,Geranium caespitosum,Native,19
8/21/2021,233,8,8,3,Geranium caespitosum,Native,16
8/21/2021,233,8,8,2,Geranium caespitosum,Native,1
8/21/2021,233,8,8,1,Heterotheca villosa,Native,110
8/21/2021,233,8,8,3,Heterotheca villosa,Native,142
8/21/2021,233,8,8,2,Heterotheca villosa,Native,205
8/21/2021,233,8,8,2,Lactuca serriola,Introduced,15
8/21/2021,233,8,8,3,Lupinus argenteus,Native,3
8/21/2021,233,8,8,2,Lupinus argenteus,Native,4
8/21/2021,233,8,8,1,Orthocarpus luteus,Native,4
8/21/2021,233,8,8,3,Orthocarpus luteus,Native,20
8/21/2021,233,8,8,2,Orthocarpus luteus,Native,23
8/21/2021,233,8,8,2,Polygonum douglasii,Native,170
8/21/2021,233,8,8,1,Symphyotrichum porteri,Native,1
8/21/2021,233,8,8,3,Symphyotrichum porteri,Native,65
8/21/2021,233,8,8,2,Tragopogon dubius,Introduced,5
8/21/2021,233,8,8,2,Verbascum thapsus,Introduced,15
9/12/2021,255,8,9,3,Campanula rotundifolia,Native,1
9/12/2021,255,8,9,2,Heterotheca villosa,Native,6
9/12/2021,255,8,9,2,Lactuca serriola,Introduced,7
9/12/2021,255,8,9,1,None,NA,0
